Programme;SIREN;NIC;Dénomination;Montant;Objet 2020;Convention 2020;Date de création de l'établissement;Etat administratif;Siège;Répertoire national des associations;Catégorie juridique;COG : code;COG : libellé;Activité;Nomenclature de l'activité;Economie sociale et solidaire
101;329325393;26;CIDFF 07;         70 147,00;aide apportée à des victimes d'infraction pénale et  gestion d'un espace de rencontre parent(s)-enfant(s);;26/05/1987;Non déterminé;Non;W072000091;9220;7019;Aubenas;94.99Z;NAFRev2;O
101;329425573;22;AIDE INFORMATION AUX VICTIMES;        297 347,00;aide apportée à des victimes d'infraction pénale;;04/01/1999;Non déterminé;Non;W381002512;9220;38185;Grenoble;94.99Z;NAFRev2;O
101;329425573;30;AIDE INFORMATION AUX VICTIMES;         25 554,00;aide apportée à des victimes d'infraction pénale;;15/10/2018;Non déterminé;Non;W381002512;9220;38185;Grenoble;94.99Z;NAFRev2;O
101;329530281;24;CAISSE REGLEMENTS PECUNIERS AVOCATS;        954 857,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;31/12/1991;Non déterminé;Non;;9220;81065;Castres;94.11Z;NAFRev2;N
101;329832844;16;CAISSE REGLE PECUNIER AVOCAT CARCAS;      1 549 925,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;30/06/1972;Non déterminé;Non;;9220;11069;Carcassonne;94.12Z;NAFRev2;O
101;329958995;89;ACCOMPAG  PERSONNALISE SOUTIEN  HAB;         16 825,00;gestion d'un espace de rencontre;;01/07/2008;Non déterminé;Non;W853001057;9220;85194;Les Sables-d'Olonne;96.09Z;NAFRev2;O
101;330108655;29;CAISSE REGLEM PECUNIAIR CARPAM;      3 160 284,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;11/09/1986;Non déterminé;Non;;9220;77284;Meaux;94.11Z;NAFRev2;N
101;330160664;26;AIDE AUX VICTIMES INFORMATIONS MEDI;         25 500,00;aide apportée à des victimes d'infraction pénale;;01/01/2005;Non déterminé;Non;W761000156;9220;76217;Dieppe;94.99Z;NAFRev2;O
101;330214883;28;ASS GARD AIDE VICTIM INFRA PEN;        136 850,00;aide apportée à des victimes d'infraction pénale;;27/06/2008;Non déterminé;Non;W302002874;9220;30189;Nîmes;94.99Z;NAFRev2;O
101;330402991;47;ASSOCIATION DE PREVENTION ET DE REI;        412 760,00;aide apportée à des victimes d'infraction pénale;;01/03/2000;Non déterminé;Non;W131001722;9220;13001;Aix-en-Provence;88.99B;NAFRev2;O
101;330406208;42;CENTRE D INFORMATION SUR LES DROITS;        107 000,00;aide apportée à des victimes d'infraction pénale;;01/11/2003;Non déterminé;Non;W783003911;9220;78123;Carrières-sous-Poissy;94.99Z;NAFRev2;O
101;330674128;138;ASS TUTELAIRE DU PONANT;          3 922,91;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;23/11/2012;Non déterminé;Non;W291001184;9220;29019;Brest;88.99B;NAFRev2;O
101;330884024;10;CARPA CAISSE REGL PECUN AVOCAT;      1 543 181,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/01/1984;Non déterminé;Non;;9220;62041;Arras;94.12Z;NAFRev2;O
101;330895152;16;CARPA BARREAU DE CHARTRES;      1 771 000,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/10/1979;Non déterminé;Non;W281001618;9220;28085;Chartres;94.12Z;NAFRev2;O
101;331025072;41;CENTRE D INFORMATION DEPARTEMENTAL;        291 968,00;aide apportée à des victimes d'infraction pénale;;01/04/2004;Non déterminé;Non;W953001461;9220;95127;Cergy;94.99Z;NAFRev2;O
101;331110700;35;C A R P A;      1 422 756,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;28/06/1996;Non déterminé;Non;;9260;57631;Sarreguemines;94.99Z;NAFRev2;O
101;331250837;19;FRANCE VICTIMES DORDOGNE;        165 184,00;aide apportée à des victimes d'infraction pénale;;01/10/1984;Non déterminé;Non;W243001750;9220;24322;Périgueux;94.99Z;NAFRev2;O
101;331308510;22;C A R P A;        496 000,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/01/1991;Non déterminé;Non;;9220;2722;Soissons;94.99Z;NAFRev2;O
101;331312025;33;CARPA DU BARREAU D EPINAL;      1 535 804,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;20/04/2012;Non déterminé;Non;W881002796;9220;88160;Épinal;88.99B;NAFRev2;O
101;331365965;28;ASSOCIATION DEPARTEMENTALE ALTERNAT;         79 788,00;aide apportée à des victimes d'infraction pénale;;22/07/1991;Non déterminé;Non;W224003448;9220;22278;Saint-Brieuc;88.99B;NAFRev2;O
101;331593285;116;CENTRE INFORMAT DROIT FEMMES;        149 658,00;aide apportée à des victimes d'infraction pénale;;23/07/2009;Non déterminé;Non;W173000509;9220;17300;La Rochelle;88.99B;NAFRev2;O
101;331891002;31;ASSOCIATION RESCIF;         11 915,00;prestations de médiation familiale;;29/11/2007;Non déterminé;Non;;9220;67482;Strasbourg;85.59A;NAFRev2;O
101;331902577;13;CARPA ALBERTVILLE;        389 000,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/01/1985;Non déterminé;Non;W731001005;9220;73011;Albertville;94.99Z;NAFRev2;O
101;331942482;42;CITOYENS ET JUSTICE FED ASSOC SOCIO;        500 000,00;action nationale en matière socio-judiciaire;Les objectifs ont été atteints . Elle a réalisé un nouveau  référentiel sur le  ” stage de responsabilisation pour la  prévention et l a lutte contre les violences au sein du  couple et se xistes”. Elle a diffusé les résultats de la  recherche -action sur la justice restaurative au sein du  réseau , a formé les associations à la justice  restaurative , est intervenue dans le cadre du module  de format ion mis en œuvre par l’ENPJJ , et a participé  aux réunions de la Plateforme franç aise Justice  restaurative . Le projet de loi de programmation et de  réforme p our la justice a occupé une large place dans  ses tr avaux . La Fédération a établi un état des lieux  des action s mises en œuvre en faveur de la  prévention et la l utte contre la radicalisation;01/01/2006;Non déterminé;Non;;9220;33063;Bordeaux;94.12Z;NAFRev2;O
101;332187418;30;ASS DEP AIDE VICTIMES INFRACTION PE;        150 765,00;aide apportée à des victimes d'infraction pénale;;01/08/2011;Non déterminé;Non;W922004738;9220;92050;Nanterre;88.99B;NAFRev2;O
101;332866045;21;CAISSE ALBI REGLEMENT AVOCATS;        897 702,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;26/02/2018;Non déterminé;Non;;9220;81004;Albi;94.11Z;NAFRev2;N
101;333146926;30;ASS DEP AIDE VICTIMES INFR  PENAL;        263 361,00;aide apportée à des victimes d'infraction pénale;;01/03/1999;Non déterminé;Non;W662001208;9220;66136;Perpignan;94.99Z;NAFRev2;O
101;333593499;36;LIGUE CONTRE LA VIOLENCE ROUTIERE;          5 000,00;action nationale en matière d'aide aux victimes  d'infraction pénale;;01/01/1995;Non déterminé;Non;W751064242;9220;75115;Paris 15e Arrondissement;88.99B;NAFRev2;O
101;333611887;22;ASSOCIATION LE RELAIS;         98 100,00;aide apportée à des victimes d'infraction pénale;;20/11/1990;Non déterminé;Non;W181000374;9220;18033;Bourges;87.90B;NAFRev2;O
101;333798957;28;ASSOCIATION TUTELAIRE DE L AUDE;            820,27;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/11/1992;Non déterminé;Non;W111002301;9220;11069;Carcassonne;87.20A;NAFRev2;O
101;334139086;71;ASS SOCIO EDUCATIVE JUDICIAIRE PDC;          4 660,90;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;15/05/2006;Non déterminé;Non;W622000174;9220;62119;Béthune;88.99B;NAFRev2;O
101;334214335;13;CARPA CAISSE REG PECU AVOCATS;        747 881,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/01/1986;Non déterminé;Non;;9220;40088;Dax;94.11Z;NAFRev2;N
101;334303724;28;AFCCC RHONE ALPES;            537,00;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;08/10/2014;Non déterminé;Non;W691072132;9220;69381;Lyon 1er Arrondissement;94.99Z;NAFRev2;O
101;334303724;28;AFCCC RHONE ALPES;         57 500,00;actions de médiation familiale et gestion d'un espace  de rencontre parent(s)-enfant(s);;08/10/2014;Non déterminé;Non;W691072132;9220;69381;Lyon 1er Arrondissement;94.99Z;NAFRev2;O
101;334500592;53;FRANCE VICTIMES CHARENTE;        218 673,00;aide apportée à des victimes d'infraction pénale;;02/11/2001;Non déterminé;Non;;9220;16015;Angoulême;94.99Z;NAFRev2;O
101;334611795;17;ASSOCIATION SOCIO EDUCATIVE DES YVE;          1 117,36;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/01/1973;Non déterminé;Non;W784001347;9220;78646;Versailles;69.10Z;NAFRev2;O
101;334611795;17;ASSOCIATION SOCIO EDUCATIVE DES YVE;         12 000,00;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/01/1973;Non déterminé;Non;W784001347;9220;78646;Versailles;69.10Z;NAFRev2;O
101;334611795;17;ASSOCIATION SOCIO EDUCATIVE DES YVE;         98 261,31;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/01/1973;Non déterminé;Non;W784001347;9220;78646;Versailles;69.10Z;NAFRev2;O
101;334611795;17;ASSOCIATION SOCIO EDUCATIVE DES YVE;         50 652,98;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/01/1973;Non déterminé;Non;W784001347;9220;78646;Versailles;69.10Z;NAFRev2;O
101;334690989;10;CAIS REGLEM PECUNIERE AVOCATS DIEPP;      1 164 000,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/01/1982;Non déterminé;Non;W761001486;9220;76217;Dieppe;94.12Z;NAFRev2;O
101;334886249;39;UNION DES FEMMES DE MARTINIQUE;         23 800,00;aide apportée à des victimes d'infraction pénale;;24/08/2004;Non déterminé;Non;W9M1000555;9220;97209;Fort-de-France;88.99B;NAFRev2;O
101;335106605;25;FRANCE VICTIMES 28;         98 220,00;aide apportée à des victimes d'infraction pénale;;01/04/2004;Non déterminé;Non;W281000636;9220;28085;Chartres;94.99Z;NAFRev2;O
101;335186631;65;SOS RACISME TOUCHE PAS MON POTE;         70 000,00;action nationale en matière d'aide aux victimes  d'infraction pénale;;07/04/2003;Non déterminé;Non;W751069924;9220;75119;Paris 19e Arrondissement;88.99B;NAFRev2;O
101;335255956;47;UNION NATION ASS DEFENSE FAMIL ET I;         10 000,00;action nationale en matière d'aide aux victimes  d'infraction pénale;;01/10/2013;Non déterminé;Non;W781004425;9230;78118;Buchelay;94.99Z;NAFRev2;O
101;337661391;25;ASS DIJON AIDE VICTIMES INFRAC PENA;         98 774,00;aide apportée à des victimes d'infraction pénale;;18/10/1989;Non déterminé;Non;W212000551;9220;21231;Dijon;94.99Z;NAFRev2;O
101;337770242;10;CAISSE DES REGLEMENTS PECUNIAIRES D;      1 023 134,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/01/1986;Non déterminé;Non;W741000471;9220;74010;Annecy;94.99Z;NAFRev2;O
101;338241714;17;CARPA ESSONNE BARREAU D EVRY;      5 356 032,00;dotation de barreau(x) pour la rétribution des avocats intervenant au titre de l'aide juridique;;01/04/1986;Non déterminé;Non;W912009271;9220;91228;Évry-Courcouronnes;94.12Z;NAFRev2;O
101;338429277;43;ASSOCIATION D AIDE AUX VICTIMES;        205 500,00;aide apportée à des victimes d'infraction pénale;;01/11/1997;Non déterminé;Non;;9220;87085;Limoges;88.99B;NAFRev2;O
101;338464142;29;C I D F F;         58 920,00;aide apportée à des victimes d'infraction pénale,  action de médiation familiale et gestion d'espace de  rencontre parent(s)-enfant(s);;18/04/1992;Non déterminé;Non;;9220;11262;Narbonne;94.99Z;NAFRev2;O
101;338917362;59;ASSOCIATION D AIDE AUX VICTIMES D I;        272 000,00;aide apportée à des victimes d'infraction pénale;;18/03/2019;Non déterminé;Non;W832006503;9220;83137;Toulon;88.99B;NAFRev2;O
101;338963903;38;CENTRE INFORMATION DROITS DE LA FEM;         31 840,00;aide apportée à des victimes d'infraction pénale;;02/12/2004;Non déterminé;Non;W302002375;9220;30189;Nîmes;88.99B;NAFRev2;O
101;339175705;54;FRANCE VICTIME;        366 226,32;numéro d'assistance téléphonique 116006;;27/01/2010;Non déterminé;Non;W931001689;9220;75111;Paris 11e Arrondissement;94.99Z;NAFRev2;O
101;339175705;54;FRANCE VICTIME;        682 000,00;action nationale en matière d'aide aux victimes  d'infraction pénale;;27/01/2010;Non déterminé;Non;W931001689;9220;75111;Paris 11e Arrondissement;94.99Z;NAFRev2;O
101;339622706;51;ARAVIC FRANCE VICTIMES 23;         59 811,00;aide apportée à des victimes d'infraction pénale;;21/08/2006;Non déterminé;Non;;9220;23096;Guéret;88.99B;NAFRev2;O
101;339773533;15;ASSO COMMING DE CONTROLE JUDICIAIRE;          3 695,55;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/10/1986;Non déterminé;Non;;9220;31483;Saint-Gaudens;88.99B;NAFRev2;O
101;339773533;15;ASSO COMMING DE CONTROLE JUDICIAIRE;         47 012,00;aide apportée à des victimes d'infraction pénale;;01/10/1986;Non déterminé;Non;;9220;31483;Saint-Gaudens;88.99B;NAFRev2;O
101;339774424;271;ASS DEP ADMINIST GESTION ETS SPECIA;         53 000,00;prestations de médiation familiale;;01/10/2000;Non déterminé;Non;W343000765;9220;34032;Béziers;87.90A;NAFRev2;O
101;339774424;339;ASS DEP ADMINIST GESTION ETS SPECIA;        152 500,00;prestations de médiation familiale;;01/01/2004;Non déterminé;Non;W343000765;9220;34172;Montpellier;88.91A;NAFRev2;O
101;339781353;59;POUR LE COUPLE ET L  ENFANT;         37 205,00;aide apportée à des victimes d'infraction pénale,  action de médiation familiale et gestion d'espace de  rencontre parent(s)-enfant(s);;01/01/2002;Non déterminé;Non;W941000672;9220;94028;Créteil;88.99B;NAFRev2;O
101;339781353;59;POUR LE COUPLE ET L  ENFANT;            391,60;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/01/2002;Non déterminé;Non;W941000672;9220;94028;Créteil;88.99B;NAFRev2;O
101;339781353;59;POUR LE COUPLE ET L  ENFANT;             30,00;intervention au profit de  bénéficiaire(s) de l'aide juridictionnelle;;01/01/2002;Non déterminé;Non;W941000672;9220;94028;Créteil;88.99B;NAFRev2;O
101;339863417;418;LES RESTAURANTS DU COEUR;         18 000,00;action nationale en matière d'accès au droit;;01/07/2015;Non déterminé;Non;;9230;75109;Paris 9e Arrondissement;88.99B;NAFRev2;O
101;340089515;27;ACCUEIL SOLIDARITE DE L AGGLOMERATI;          6 254,00;gestion d'un espace de rencontre;;05/12/2008;Non déterminé;Non;W763001562;9220;76231;Elbeuf;87.90B;NAFRev2;O
